lit_name,rank,bna_l2_abbr,bna_l2_name,bna_lobe,p_raw,p,n_papers,n_coords,k_papers,eff_n,n80,n_observed,top1_p
anterior cingulate cortex ba 24,1,CG,Cingulate Gyrus,Limbic Lobe,1.0,0.2812,4.0,4,4.0,17.24,18,1,0.2815
anterior cingulate cortex ba 24 32,1,CG,Cingulate Gyrus,Limbic Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
anterior cingulate cortex ba 32,1,CG,Cingulate Gyrus,Limbic Lobe,0.3333,0.1,1.0,1,3.0,21.57,18,3,0.1001
anterior cingulate cortex ba 32,2,OrG,Orbital Gyrus,Frontal Lobe,0.3333,0.1,1.0,1,3.0,21.57,18,3,0.1001
anterior cingulate cortex ba 32,3,SFG,Superior Frontal Gyrus,Frontal Lobe,0.3333,0.1,1.0,1,3.0,21.57,18,3,0.1001
anterior cingulate cortex ba 33,1,BG,Basal Ganglia,Subcortical Nuclei,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
anterior cingulate cortex wm,1,SFG,Superior Frontal Gyrus,Frontal Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
anterior cingulate cortex4,1,CG,Cingulate Gyrus,Limbic Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
anterior cingulate g,1,CG,Cingulate Gyrus,Limbic Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
anterior cingulate g ba 32,1,CG,Cingulate Gyrus,Limbic Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
anterior cingulate gyrus,1,CG,Cingulate Gyrus,Limbic Lobe,0.6625,0.5815,53.0,75,80.0,4.51,2,5,0.5819
anterior cingulate gyrus,2,SFG,Superior Frontal Gyrus,Frontal Lobe,0.25,0.2228,20.0,24,80.0,4.51,2,5,0.5819
anterior cingulate gyrus,3,OrG,Orbital Gyrus,Frontal Lobe,0.0375,0.038,3.0,3,80.0,4.51,2,5,0.5819
anterior cingulate gyrus,4,BG,Basal Ganglia,Subcortical Nuclei,0.025,0.0272,2.0,2,80.0,4.51,2,5,0.5819
anterior cingulate gyrus,5,Tha,Thalamus,Subcortical Nuclei,0.025,0.0272,2.0,2,80.0,4.51,2,5,0.5819
anterior cingulate gyrus 24,1,CG,Cingulate Gyrus,Limbic Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
anterior cingulate gyrus 32,1,CG,Cingulate Gyrus,Limbic Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
anterior cingulate gyrus and sulcus,1,CG,Cingulate Gyrus,Limbic Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
anterior cingulate gyrus ba 24,1,CG,Cingulate Gyrus,Limbic Lobe,0.5,0.1562,2.0,4,4.0,19.34,18,2,0.1564
anterior cingulate gyrus ba 24,2,BG,Basal Ganglia,Subcortical Nuclei,0.5,0.1562,2.0,3,4.0,19.34,18,2,0.1564
anterior cingulate gyrus ba 32,1,SFG,Superior Frontal Gyrus,Frontal Lobe,0.4,0.1471,2.0,2,5.0,20.06,18,4,0.1471
anterior cingulate gyrus ba 32,2,BG,Basal Ganglia,Subcortical Nuclei,0.2,0.0882,1.0,1,5.0,20.06,18,4,0.1471
anterior cingulate gyrus ba 32,3,Hipp,Hippocampus,Subcortical Nuclei,0.2,0.0882,1.0,1,5.0,20.06,18,4,0.1471
anterior cingulate gyrus ba 32,4,Tha,Thalamus,Subcortical Nuclei,0.2,0.0882,1.0,1,5.0,20.06,18,4,0.1471
anterior cingulate gyrus ba 9,1,BG,Basal Ganglia,Subcortical Nuclei,0.5,0.1071,1.0,1,2.0,22.13,19,2,0.1071
anterior cingulate gyrus ba 9,2,CG,Cingulate Gyrus,Limbic Lobe,0.5,0.1071,1.0,1,2.0,22.13,19,2,0.1071
anterior cingulate gyrusa,1,CG,Cingulate Gyrus,Limbic Lobe,0.5,0.1071,1.0,1,2.0,22.13,19,2,0.1071
anterior cingulate gyrusa,2,OrG,Orbital Gyrus,Frontal Lobe,0.5,0.1071,1.0,1,2.0,22.13,19,2,0.1071
anterior cingulate2,1,CG,Cingulate Gyrus,Limbic Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
anterior cingulated,1,CG,Cingulate Gyrus,Limbic Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
anterior cingulated cortex,1,CG,Cingulate Gyrus,Limbic Lobe,0.6667,0.1667,2.0,2,3.0,20.55,18,2,0.1668
anterior cingulated cortex,2,BG,Basal Ganglia,Subcortical Nuclei,0.3333,0.1,1.0,1,3.0,20.55,18,2,0.1668
anterior cingulated gyrus,1,SFG,Superior Frontal Gyrus,Frontal Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
anterior cingulum,1,CG,Cingulate Gyrus,Limbic Lobe,0.7,0.3409,7.0,10,10.0,13.5,16,3,0.3411
anterior cingulum,2,SFG,Superior Frontal Gyrus,Frontal Lobe,0.2,0.1136,2.0,3,10.0,13.5,16,3,0.3411
anterior cingulum,3,OrG,Orbital Gyrus,Frontal Lobe,0.1,0.0682,1.0,1,10.0,13.5,16,3,0.3411
anterior cingulum ba 24,1,CG,Cingulate Gyrus,Limbic Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
anterior cingulum ba 32,1,CG,Cingulate Gyrus,Limbic Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
anterior corona radiata,1,OrG,Orbital Gyrus,Frontal Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
anterior corpus callosum,1,CG,Cingulate Gyrus,Limbic Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
anterior dorsolateral prefrontal cortex,1,MFG,Middle Frontal Gyrus,Frontal Lobe,0.6667,0.1667,2.0,3,3.0,20.55,18,2,0.1668
anterior dorsolateral prefrontal cortex,2,IFG,Inferior Frontal Gyrus,Frontal Lobe,0.3333,0.1,1.0,2,3.0,20.55,18,2,0.1668
anterior frontal,1,MFG,Middle Frontal Gyrus,Frontal Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
anterior fusiform,1,FuG,Fusiform Gyrus,Temporal Lobe,0.6667,0.1667,2.0,2,3.0,20.55,18,2,0.1668
anterior fusiform,2,INS,Insular Gyrus,Insular Lobe,0.3333,0.1,1.0,1,3.0,20.55,18,2,0.1668
anterior fusiform and itg,1,INS,Insular Gyrus,Insular Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
anterior fusiform gyrus,1,FuG,Fusiform Gyrus,Temporal Lobe,0.8,0.2647,4.0,5,5.0,17.25,18,2,0.2648
anterior fusiform gyrus,2,PhG,Parahippocampal Gyrus,Temporal Lobe,0.2,0.0882,1.0,1,5.0,17.25,18,2,0.2648
anterior hc ba 34,1,Amyg,Amygdala,Subcortical Nuclei,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
anterior hippocampal roi,1,Hipp,Hippocampus,Subcortical Nuclei,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
anterior hippocampal roia,1,Hipp,Hippocampus,Subcortical Nuclei,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
anterior hippocampus,1,BG,Basal Ganglia,Subcortical Nuclei,0.3333,0.1389,2.0,4,6.0,18.42,17,3,0.1388
anterior hippocampus,2,Hipp,Hippocampus,Subcortical Nuclei,0.3333,0.1389,2.0,3,6.0,18.42,17,3,0.1388
anterior hippocampus,3,PhG,Parahippocampal Gyrus,Temporal Lobe,0.3333,0.1389,2.0,3,6.0,18.42,17,3,0.1388
anterior ifg,1,OrG,Orbital Gyrus,Frontal Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
anterior inferior frontal gyrus,1,IFG,Inferior Frontal Gyrus,Frontal Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
anterior inferior insula,1,INS,Insular Gyrus,Insular Lobe,1.0,0.1154,1.0,2,1.0,22.91,19,1,0.1153
anterior inferior insula ba 13 14,1,BG,Basal Ganglia,Subcortical Nuclei,0.5,0.1071,1.0,2,2.0,22.13,19,2,0.1071
anterior inferior insula ba 13 14,2,INS,Insular Gyrus,Insular Lobe,0.5,0.1071,1.0,2,2.0,22.13,19,2,0.1071
anterior inferior temporal gyrus,1,STG,Superior Temporal Gyrus,Temporal Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
anterior insula,1,INS,Insular Gyrus,Insular Lobe,0.474,0.4428,73.0,112,154.0,5.54,3,10,0.4429
anterior insula,2,IFG,Inferior Frontal Gyrus,Frontal Lobe,0.2468,0.2319,38.0,43,154.0,5.54,3,10,0.4429
anterior insula,3,OrG,Orbital Gyrus,Frontal Lobe,0.1688,0.1596,26.0,35,154.0,5.54,3,10,0.4429
anterior insula,4,STG,Superior Temporal Gyrus,Temporal Lobe,0.039,0.0392,6.0,7,154.0,5.54,3,10,0.4429
anterior insula,5,PrG,Precentral Gyrus,Frontal Lobe,0.026,0.0271,4.0,4,154.0,5.54,3,10,0.4429
anterior insula,6,BG,Basal Ganglia,Subcortical Nuclei,0.0195,0.0211,3.0,3,154.0,5.54,3,10,0.4429
anterior insula,7,CG,Cingulate Gyrus,Limbic Lobe,0.0065,0.009,1.0,1,154.0,5.54,3,10,0.4429
anterior insula,8,MFG,Middle Frontal Gyrus,Frontal Lobe,0.0065,0.009,1.0,1,154.0,5.54,3,10,0.4429
anterior insula,9,PoG,Postcentral Gyrus,Parietal Lobe,0.0065,0.009,1.0,1,154.0,5.54,3,10,0.4429
anterior insula,10,SFG,Superior Frontal Gyrus,Frontal Lobe,0.0065,0.009,1.0,1,154.0,5.54,3,10,0.4429
anterior insula 47,1,INS,Insular Gyrus,Insular Lobe,1.0,0.1154,1.0,2,1.0,22.91,19,1,0.1153
anterior insula and inferior frontal operculum,1,INS,Insular Gyrus,Insular Lobe,1.0,0.1154,1.0,2,1.0,22.91,19,1,0.1153
anterior insula ba 13,1,INS,Insular Gyrus,Insular Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
anterior insula ba 48,1,INS,Insular Gyrus,Insular Lobe,0.5,0.1071,1.0,1,2.0,22.13,19,2,0.1071
anterior insula ba 48,2,OrG,Orbital Gyrus,Frontal Lobe,0.5,0.1071,1.0,1,2.0,22.13,19,2,0.1071
anterior insula cortex,1,INS,Insular Gyrus,Insular Lobe,0.3333,0.1,1.0,2,3.0,21.57,18,3,0.1001
anterior insula cortex,2,IFG,Inferior Frontal Gyrus,Frontal Lobe,0.3333,0.1,1.0,1,3.0,21.57,18,3,0.1001
anterior insula cortex,3,OrG,Orbital Gyrus,Frontal Lobe,0.3333,0.1,1.0,1,3.0,21.57,18,3,0.1001
anterior insula short insular gyrus,1,INS,Insular Gyrus,Insular Lobe,1.0,0.1154,1.0,2,1.0,22.91,19,1,0.1153
anterior insular cortex,1,INS,Insular Gyrus,Insular Lobe,0.4545,0.2391,5.0,19,11.0,14.6,15,4,0.2393
anterior insular cortex,2,OrG,Orbital Gyrus,Frontal Lobe,0.3636,0.1957,4.0,6,11.0,14.6,15,4,0.2393
anterior insular cortex,3,IFG,Inferior Frontal Gyrus,Frontal Lobe,0.0909,0.0652,1.0,1,11.0,14.6,15,4,0.2393
anterior insular cortex,4,STG,Superior Temporal Gyrus,Temporal Lobe,0.0909,0.0652,1.0,1,11.0,14.6,15,4,0.2393
anterior insular cortex2,1,INS,Insular Gyrus,Insular Lobe,0.5,0.1071,1.0,2,2.0,22.13,19,2,0.1071
anterior insular cortex2,2,OrG,Orbital Gyrus,Frontal Lobe,0.5,0.1071,1.0,1,2.0,22.13,19,2,0.1071
anterior intraparietal sulcus,1,SPL,Superior Parietal Lobule,Parietal Lobe,0.625,0.275,5.0,8,8.0,15.58,16,3,0.275
anterior intraparietal sulcus,2,IPL,Inferior Parietal Lobule,Parietal Lobe,0.25,0.125,2.0,3,8.0,15.58,16,3,0.275
anterior intraparietal sulcus,3,PoG,Postcentral Gyrus,Parietal Lobe,0.125,0.075,1.0,1,8.0,15.58,16,3,0.275
anterior ips,1,IPL,Inferior Parietal Lobule,Parietal Lobe,0.5,0.1562,2.0,3,4.0,19.34,18,2,0.1564
anterior ips,2,SPL,Superior Parietal Lobule,Parietal Lobe,0.5,0.1562,2.0,2,4.0,19.34,18,2,0.1564
anterior itg,1,ITG,Inferior Temporal Gyrus,Temporal Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
anterior itg and fusiform,1,INS,Insular Gyrus,Insular Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
anterior lateral orbitofrontal cortex,1,MFG,Middle Frontal Gyrus,Frontal Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
anterior lateral stg,1,STG,Superior Temporal Gyrus,Temporal Lobe,1.0,0.1154,1.0,2,1.0,22.91,19,1,0.1153
anterior limb of internal capsule,1,BG,Basal Ganglia,Subcortical Nuclei,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
anterior limb of the internal capsule,1,BG,Basal Ganglia,Subcortical Nuclei,0.5,0.1071,1.0,1,2.0,22.13,19,2,0.1071
anterior limb of the internal capsule,2,Hipp,Hippocampus,Subcortical Nuclei,0.5,0.1071,1.0,1,2.0,22.13,19,2,0.1071
anterior lingual gyrus,1,MVOcC,MedioVentral Occipital Cortex,Occipital Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
anterior lobe of cerebellum,1,FuG,Fusiform Gyrus,Temporal Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
anterior medial frontal cortex,1,SFG,Superior Frontal Gyrus,Frontal Lobe,1.0,0.1154,1.0,2,1.0,22.91,19,1,0.1153
anterior medial pfc,1,SFG,Superior Frontal Gyrus,Frontal Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
anterior medial prefrontal cortex,1,CG,Cingulate Gyrus,Limbic Lobe,1.0,0.1786,2.0,2,2.0,21.0,19,1,0.1787
anterior median prefrontal cortex,1,OrG,Orbital Gyrus,Frontal Lobe,0.5,0.1071,1.0,1,2.0,22.13,19,2,0.1071
anterior median prefrontal cortex,2,SFG,Superior Frontal Gyrus,Frontal Lobe,0.5,0.1071,1.0,1,2.0,22.13,19,2,0.1071
anterior mid cingulate cortex,1,CG,Cingulate Gyrus,Limbic Lobe,0.3333,0.1,1.0,1,3.0,21.57,18,3,0.1001
anterior mid cingulate cortex,2,INS,Insular Gyrus,Insular Lobe,0.3333,0.1,1.0,1,3.0,21.57,18,3,0.1001
anterior mid cingulate cortex,3,SFG,Superior Frontal Gyrus,Frontal Lobe,0.3333,0.1,1.0,1,3.0,21.57,18,3,0.1001
anterior midcingulate cortex,1,CG,Cingulate Gyrus,Limbic Lobe,1.0,0.1154,1.0,4,1.0,22.91,19,1,0.1153
anterior middle cingulate cortex,1,CG,Cingulate Gyrus,Limbic Lobe,0.75,0.2188,3.0,5,4.0,18.85,18,2,0.219
anterior middle cingulate cortex,2,SFG,Superior Frontal Gyrus,Frontal Lobe,0.25,0.0938,1.0,1,4.0,18.85,18,2,0.219
anterior middle frontal gyrus,1,MFG,Middle Frontal Gyrus,Frontal Lobe,0.5,0.1071,1.0,1,2.0,22.13,19,2,0.1071
anterior middle frontal gyrus,2,PhG,Parahippocampal Gyrus,Temporal Lobe,0.5,0.1071,1.0,1,2.0,22.13,19,2,0.1071
anterior middle temporal gyrus,1,MTG,Middle Temporal Gyrus,Temporal Lobe,0.5,0.1562,2.0,2,4.0,20.24,18,3,0.1564
anterior middle temporal gyrus,2,ITG,Inferior Temporal Gyrus,Temporal Lobe,0.25,0.0938,1.0,1,4.0,20.24,18,3,0.1564
anterior middle temporal gyrus,3,STG,Superior Temporal Gyrus,Temporal Lobe,0.25,0.0938,1.0,1,4.0,20.24,18,3,0.1564
anterior mtg,1,MTG,Middle Temporal Gyrus,Temporal Lobe,0.6667,0.1667,2.0,2,3.0,20.55,18,2,0.1668
anterior mtg,2,STG,Superior Temporal Gyrus,Temporal Lobe,0.3333,0.1,1.0,2,3.0,20.55,18,2,0.1668
anterior mtl,1,Hipp,Hippocampus,Subcortical Nuclei,0.5,0.1071,1.0,1,2.0,22.13,19,2,0.1071
anterior mtl,2,MTG,Middle Temporal Gyrus,Temporal Lobe,0.5,0.1071,1.0,1,2.0,22.13,19,2,0.1071
anterior nucleus,1,Tha,Thalamus,Subcortical Nuclei,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
anterior occipital cortex,1,MVOcC,MedioVentral Occipital Cortex,Occipital Lobe,1.0,0.1154,1.0,2,1.0,22.91,19,1,0.1153
anterior occipital sulcus,1,LOcC,lateral Occipital Cortex,Occipital Lobe,1.0,0.2333,3.0,3,3.0,19.05,18,1,0.2335
anterior ofc,1,MFG,Middle Frontal Gyrus,Frontal Lobe,0.5,0.1071,1.0,2,2.0,22.13,19,2,0.1071
anterior ofc,2,OrG,Orbital Gyrus,Frontal Lobe,0.5,0.1071,1.0,1,2.0,22.13,19,2,0.1071
anterior ots,1,FuG,Fusiform Gyrus,Temporal Lobe,1.0,0.1154,1.0,2,1.0,22.91,19,1,0.1153
anterior parahippocampal gyrus,1,BG,Basal Ganglia,Subcortical Nuclei,0.3333,0.1,1.0,1,3.0,21.57,18,3,0.1001
anterior parahippocampal gyrus,2,FuG,Fusiform Gyrus,Temporal Lobe,0.3333,0.1,1.0,1,3.0,21.57,18,3,0.1001
anterior parahippocampal gyrus,3,ITG,Inferior Temporal Gyrus,Temporal Lobe,0.3333,0.1,1.0,1,3.0,21.57,18,3,0.1001
anterior parahippocampus,1,Amyg,Amygdala,Subcortical Nuclei,1.0,0.1154,1.0,2,1.0,22.91,19,1,0.1153
anterior parietal region,1,SPL,Superior Parietal Lobule,Parietal Lobe,1.0,0.1154,1.0,2,1.0,22.91,19,1,0.1153
anterior parietal region 1997,1,SPL,Superior Parietal Lobule,Parietal Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
anterior part of the cingulate gyrus and sulcus,1,CG,Cingulate Gyrus,Limbic Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
anterior pfc,1,MFG,Middle Frontal Gyrus,Frontal Lobe,0.7143,0.2895,5.0,6,7.0,15.95,17,3,0.2896
anterior pfc,2,OrG,Orbital Gyrus,Frontal Lobe,0.1429,0.0789,1.0,1,7.0,15.95,17,3,0.2896
anterior pfc,3,SFG,Superior Frontal Gyrus,Frontal Lobe,0.1429,0.0789,1.0,1,7.0,15.95,17,3,0.2896
anterior pfc ba 10,1,MFG,Middle Frontal Gyrus,Frontal Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
anterior pre sma,1,OrG,Orbital Gyrus,Frontal Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
anterior prefrontal cortex,1,MFG,Middle Frontal Gyrus,Frontal Lobe,0.6667,0.25,4.0,6,6.0,16.63,17,2,0.2499
anterior prefrontal cortex,2,SFG,Superior Frontal Gyrus,Frontal Lobe,0.3333,0.1389,2.0,2,6.0,16.63,17,2,0.2499
anterior prefrontal cortex and dorsolateral prefrontal cortex,1,SFG,Superior Frontal Gyrus,Frontal Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
anterior putamen,1,BG,Basal Ganglia,Subcortical Nuclei,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
anterior rostral medial frontal area,1,SFG,Superior Frontal Gyrus,Frontal Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
anterior segment of the circular sulcus of the insula,1,OrG,Orbital Gyrus,Frontal Lobe,1.0,0.1154,1.0,2,1.0,22.91,19,1,0.1153
anterior sma,1,SFG,Superior Frontal Gyrus,Frontal Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
anterior stg,1,STG,Superior Temporal Gyrus,Temporal Lobe,0.6667,0.25,4.0,4,6.0,17.31,17,3,0.2499
anterior stg,2,MTG,Middle Temporal Gyrus,Temporal Lobe,0.1667,0.0833,1.0,1,6.0,17.31,17,3,0.2499
anterior stg,3,PrG,Precentral Gyrus,Frontal Lobe,0.1667,0.0833,1.0,1,6.0,17.31,17,3,0.2499
anterior stg 38,1,STG,Superior Temporal Gyrus,Temporal Lobe,1.0,0.1154,1.0,3,1.0,22.91,19,1,0.1153
anterior sts,1,MTG,Middle Temporal Gyrus,Temporal Lobe,0.3571,0.2115,5.0,13,14.0,13.83,14,4,0.2116
anterior sts,2,STG,Superior Temporal Gyrus,Temporal Lobe,0.3571,0.2115,5.0,5,14.0,13.83,14,4,0.2116
anterior sts,3,IFG,Inferior Frontal Gyrus,Frontal Lobe,0.1429,0.0962,2.0,4,14.0,13.83,14,4,0.2116
anterior sts,4,PrG,Precentral Gyrus,Frontal Lobe,0.1429,0.0962,2.0,2,14.0,13.83,14,4,0.2116
anterior superior frontal gyrus,1,MFG,Middle Frontal Gyrus,Frontal Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
anterior superior frontal sulcus,1,MFG,Middle Frontal Gyrus,Frontal Lobe,1.0,0.1786,2.0,3,2.0,21.0,19,1,0.1787
anterior superior medial frontal gyrus,1,SFG,Superior Frontal Gyrus,Frontal Lobe,1.0,0.1154,1.0,2,1.0,22.91,19,1,0.1153
anterior superior temporal gyrus,1,STG,Superior Temporal Gyrus,Temporal Lobe,0.9,0.4318,9.0,12,10.0,11.44,16,2,0.4321
anterior superior temporal gyrus,2,PoG,Postcentral Gyrus,Parietal Lobe,0.1,0.0682,1.0,1,10.0,11.44,16,2,0.4321
anterior superior temporal lobe gm,1,STG,Superior Temporal Gyrus,Temporal Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
anterior superior temporal sulcus,1,STG,Superior Temporal Gyrus,Temporal Lobe,0.6,0.2059,3.0,4,5.0,17.97,18,2,0.2059
anterior superior temporal sulcus,2,MTG,Middle Temporal Gyrus,Temporal Lobe,0.4,0.1471,2.0,2,5.0,17.97,18,2,0.2059
anterior supramarginal gyrus,1,IPL,Inferior Parietal Lobule,Parietal Lobe,1.0,0.2333,3.0,5,3.0,19.05,18,1,0.2335
anterior temporal,1,MTG,Middle Temporal Gyrus,Temporal Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
anterior temporal cortex,1,ITG,Inferior Temporal Gyrus,Temporal Lobe,0.5,0.1071,1.0,1,2.0,22.13,19,2,0.1071
anterior temporal cortex,2,STG,Superior Temporal Gyrus,Temporal Lobe,0.5,0.1071,1.0,1,2.0,22.13,19,2,0.1071
anterior temporal fusiform cortex,1,INS,Insular Gyrus,Insular Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
anterior temporal lobe,1,MTG,Middle Temporal Gyrus,Temporal Lobe,0.75,0.2188,3.0,3,4.0,18.85,18,2,0.219
anterior temporal lobe,2,FuG,Fusiform Gyrus,Temporal Lobe,0.25,0.0938,1.0,1,4.0,18.85,18,2,0.219
anterior temporal pole,1,STG,Superior Temporal Gyrus,Temporal Lobe,1.0,0.2333,3.0,5,3.0,19.05,18,1,0.2335
anterior thalamic projection,1,BG,Basal Ganglia,Subcortical Nuclei,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
anterior thalamic radiation,1,Tha,Thalamus,Subcortical Nuclei,0.5,0.1071,1.0,4,2.0,22.13,19,2,0.1071
anterior thalamic radiation,2,BG,Basal Ganglia,Subcortical Nuclei,0.5,0.1071,1.0,1,2.0,22.13,19,2,0.1071
anterior thalamus,1,Tha,Thalamus,Subcortical Nuclei,0.6,0.2059,3.0,4,5.0,17.97,18,2,0.2059
anterior thalamus,2,SFG,Superior Frontal Gyrus,Frontal Lobe,0.4,0.1471,2.0,2,5.0,17.97,18,2,0.2059
anterior to mid intraparietal sulcus,1,MTG,Middle Temporal Gyrus,Temporal Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
anterior transverse collateral sulcus,1,FuG,Fusiform Gyrus,Temporal Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
anterior transverse temporal gyrus,1,STG,Superior Temporal Gyrus,Temporal Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
anterior vlpfc,1,IFG,Inferior Frontal Gyrus,Frontal Lobe,0.5,0.1071,1.0,1,2.0,22.13,19,2,0.1071
anterior vlpfc,2,MFG,Middle Frontal Gyrus,Frontal Lobe,0.5,0.1071,1.0,1,2.0,22.13,19,2,0.1071
anterior vlpfc ba 10,1,MFG,Middle Frontal Gyrus,Frontal Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
anterior vmpfc,1,OrG,Orbital Gyrus,Frontal Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
anterolateral prefrontal cortex,1,IFG,Inferior Frontal Gyrus,Frontal Lobe,0.3333,0.1,1.0,1,3.0,21.57,18,3,0.1001
anterolateral prefrontal cortex,2,MFG,Middle Frontal Gyrus,Frontal Lobe,0.3333,0.1,1.0,1,3.0,21.57,18,3,0.1001
anterolateral prefrontal cortex,3,OrG,Orbital Gyrus,Frontal Lobe,0.3333,0.1,1.0,1,3.0,21.57,18,3,0.1001
anteromedial prefrontal cortex,1,SFG,Superior Frontal Gyrus,Frontal Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
anteroventral insula,1,INS,Insular Gyrus,Insular Lobe,1.0,0.1154,1.0,2,1.0,22.91,19,1,0.1153
antr insula,1,IFG,Inferior Frontal Gyrus,Frontal Lobe,0.4,0.1471,2.0,2,5.0,19.22,18,3,0.1471
antr insula,2,INS,Insular Gyrus,Insular Lobe,0.4,0.1471,2.0,2,5.0,19.22,18,3,0.1471
antr insula,3,SFG,Superior Frontal Gyrus,Frontal Lobe,0.2,0.0882,1.0,1,5.0,19.22,18,3,0.1471
apfc,1,MFG,Middle Frontal Gyrus,Frontal Lobe,0.9,0.4318,9.0,14,10.0,11.44,16,2,0.4321
apfc,2,SFG,Superior Frontal Gyrus,Frontal Lobe,0.1,0.0682,1.0,2,10.0,11.44,16,2,0.4321
apfc ba 10,1,MFG,Middle Frontal Gyrus,Frontal Lobe,1.0,0.1154,1.0,3,1.0,22.91,19,1,0.1153
area 10,1,MVOcC,MedioVentral Occipital Cortex,Occipital Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
area 11,1,STG,Superior Temporal Gyrus,Temporal Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
area 14,1,STG,Superior Temporal Gyrus,Temporal Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
area 17,1,CG,Cingulate Gyrus,Limbic Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
area 18,1,PrG,Precentral Gyrus,Frontal Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
area 19,1,PCL,Paracentral Lobule,Frontal Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
area 21,1,PCL,Paracentral Lobule,Frontal Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
area 22,1,PCL,Paracentral Lobule,Frontal Lobe,0.5,0.1071,1.0,1,2.0,22.13,19,2,0.1071
area 22,2,PrG,Precentral Gyrus,Frontal Lobe,0.5,0.1071,1.0,1,2.0,22.13,19,2,0.1071
area 23,1,PrG,Precentral Gyrus,Frontal Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
area 4a,1,PrG,Precentral Gyrus,Frontal Lobe,0.3333,0.1,1.0,6,3.0,21.57,18,3,0.1001
